job_id,job_type,team,priority,region,submit_time,earliest_start_time,deadline,runtime_hours,power_kw,deferrable,container_image,cpu_request,memory_request,carbon_budget_kg
GS-JOB-000224,DATA_PROCESSING,operations,MEDIUM,IN-PB,2026-04-12T15:30:00+00:00,2026-04-12T15:30:00+00:00,2026-04-13T03:11:00+00:00,0.75,2.3,TRUE,greenshift/sample-workload:latest,250m,512Mi,2.03
GS-JOB-000225,ETL,data-engineering,MEDIUM,US-CA,2026-04-12T16:00:00+00:00,2026-04-12T16:00:00+00:00,2026-04-12T21:42:00+00:00,3.75,8.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,40.27
GS-JOB-000226,ETL,data-engineering,MEDIUM,US-NY,2026-04-12T17:00:00+00:00,2026-04-12T17:00:00+00:00,2026-04-13T23:19:00+00:00,2.97,4.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,12.27
GS-JOB-000227,DATA_PROCESSING,data-engineering,HIGH,US-TX,2026-04-12T22:30:00+00:00,2026-04-12T22:30:00+00:00,2026-04-13T09:19:00+00:00,0.58,2.4,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.16
GS-JOB-000228,DATA_PROCESSING,operations,MEDIUM,SE,2026-04-13T02:00:00+00:00,2026-04-13T02:00:00+00:00,2026-04-13T15:08:00+00:00,1.33,2.0,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.46
GS-JOB-000229,ETL,data-engineering,HIGH,AU-SA-Large,2026-04-13T03:45:00+00:00,2026-04-13T03:45:00+00:00,2026-04-13T11:50:00+00:00,1.98,3.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,10.15
GS-JOB-000230,REPORT_GENERATION,analytics,LOW,AU-SA-Small,2026-04-13T06:30:00+00:00,2026-04-13T06:30:00+00:00,2026-04-15T04:18:00+00:00,1.8,2.9,TRUE,greenshift/sample-workload:latest,250m,256Mi,6.5
GS-JOB-000231,ETL,data-engineering,HIGH,IN-TG,2026-04-13T07:45:00+00:00,2026-04-13T07:45:00+00:00,2026-04-13T11:09:00+00:00,2.32,3.4,TRUE,greenshift/sample-workload:latest,500m,1Gi,10.41
GS-JOB-000232,DATA_PROCESSING,operations,MEDIUM,IN-GJ,2026-04-13T08:00:00+00:00,2026-04-13T08:00:00+00:00,2026-04-13T10:01:00+00:00,1.3,2.1,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.06
GS-JOB-000233,IMAGE_PROCESSING,operations,LOW,IN-WB,2026-04-13T08:45:00+00:00,2026-04-13T08:45:00+00:00,2026-04-14T11:55:00+00:00,2.97,11.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,42.3
GS-JOB-000234,ANALYTICS,ml-platform,LOW,IN-PB,2026-04-13T09:30:00+00:00,2026-04-13T09:30:00+00:00,2026-04-13T10:10:12+00:00,0.67,3.4,FALSE,greenshift/sample-workload:latest,500m,1Gi,2.94
GS-JOB-000235,DATA_PROCESSING,analytics,HIGH,US-CA,2026-04-13T09:45:00+00:00,2026-04-13T09:45:00+00:00,2026-04-13T16:15:00+00:00,1.22,1.6,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.87
GS-JOB-000236,ETL,data-engineering,LOW,US-NY,2026-04-13T10:45:00+00:00,2026-04-13T10:45:00+00:00,2026-04-14T03:14:00+00:00,1.28,2.7,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.64
GS-JOB-000237,DATA_PROCESSING,operations,HIGH,US-TX,2026-04-13T11:15:00+00:00,2026-04-13T11:15:00+00:00,2026-04-13T14:27:00+00:00,1.02,3.9,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.9
GS-JOB-000238,BACKUP,operations,MEDIUM,SE,2026-04-13T11:45:00+00:00,2026-04-13T11:45:00+00:00,2026-04-13T12:49:12+00:00,1.07,2.2,FALSE,greenshift/sample-workload:latest,250m,512Mi,3.67
GS-JOB-000239,ETL,data-engineering,MEDIUM,AU-SA-Large,2026-04-13T12:00:00+00:00,2026-04-13T12:00:00+00:00,2026-04-13T14:16:12+00:00,2.27,4.9,FALSE,greenshift/sample-workload:latest,500m,1Gi,14.54
GS-JOB-000240,ML_TRAINING,data-engineering,CRITICAL,AU-SA-Small,2026-04-13T12:00:00+00:00,2026-04-13T12:00:00+00:00,2026-04-13T18:58:48+00:00,6.98,25.1,FALSE,greenshift/sample-workload:latest,2000m,4Gi,277.21
GS-JOB-000241,ETL,operations,CRITICAL,IN-TG,2026-04-13T12:15:00+00:00,2026-04-13T12:15:00+00:00,2026-04-13T14:39:00+00:00,2.4,8.2,FALSE,greenshift/sample-workload:latest,1000m,2Gi,24.12
GS-JOB-000242,ETL,finance,MEDIUM,IN-GJ,2026-04-13T14:15:00+00:00,2026-04-13T14:15:00+00:00,2026-04-13T17:33:00+00:00,0.93,2.8,TRUE,greenshift/sample-workload:latest,250m,512Mi,2.6
GS-JOB-000243,IMAGE_PROCESSING,data-engineering,MEDIUM,IN-WB,2026-04-13T15:45:00+00:00,2026-04-13T15:45:00+00:00,2026-04-14T01:19:00+00:00,2.68,10.2,TRUE,greenshift/sample-workload:latest,1000m,2Gi,26.44
GS-JOB-000244,IMAGE_PROCESSING,operations,LOW,IN-PB,2026-04-13T16:15:00+00:00,2026-04-13T16:15:00+00:00,2026-04-14T15:47:00+00:00,4.23,10.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,37.1
GS-JOB-000245,IMAGE_PROCESSING,analytics,CRITICAL,US-CA,2026-04-13T18:15:00+00:00,2026-04-13T18:15:00+00:00,2026-04-13T21:24:00+00:00,3.15,15.1,FALSE,greenshift/sample-workload:latest,2000m,4Gi,61.39
GS-JOB-000246,REPORT_GENERATION,finance,MEDIUM,US-NY,2026-04-13T18:45:00+00:00,2026-04-13T18:45:00+00:00,2026-04-14T00:10:00+00:00,0.57,3.4,TRUE,greenshift/sample-workload:latest,500m,1Gi,2.33
GS-JOB-000247,ETL,operations,LOW,US-TX,2026-04-13T19:30:00+00:00,2026-04-13T19:30:00+00:00,2026-04-14T03:36:00+00:00,3.38,6.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,21.03
GS-JOB-000248,REPORT_GENERATION,finance,MEDIUM,SE,2026-04-13T19:30:00+00:00,2026-04-13T19:30:00+00:00,2026-04-14T00:16:00+00:00,1.52,5.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,7.67
GS-JOB-000249,IMAGE_PROCESSING,ml-platform,MEDIUM,AU-SA-Large,2026-04-13T19:45:00+00:00,2026-04-13T19:45:00+00:00,2026-04-14T02:22:00+00:00,3.05,12.7,TRUE,greenshift/sample-workload:latest,2000m,4Gi,34.53
GS-JOB-000250,ETL,data-engineering,MEDIUM,AU-SA-Small,2026-04-13T20:15:00+00:00,2026-04-13T20:15:00+00:00,2026-04-13T23:58:00+00:00,2.8,4.9,TRUE,greenshift/sample-workload:latest,500m,1Gi,17.33
GS-JOB-000251,REPORT_GENERATION,finance,MEDIUM,IN-TG,2026-04-13T21:00:00+00:00,2026-04-13T21:00:00+00:00,2026-04-13T23:25:12+00:00,2.42,5.8,FALSE,greenshift/sample-workload:latest,500m,1Gi,23.04
GS-JOB-000252,DATA_PROCESSING,data-engineering,LOW,IN-GJ,2026-04-13T23:00:00+00:00,2026-04-13T23:00:00+00:00,2026-04-15T19:59:00+00:00,0.98,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,3.44
GS-JOB-000253,ETL,data-engineering,MEDIUM,IN-WB,2026-04-13T23:30:00+00:00,2026-04-13T23:30:00+00:00,2026-04-14T08:56:00+00:00,2.53,8.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,22.58
GS-JOB-000254,ML_TRAINING,ml-platform,CRITICAL,IN-PB,2026-04-14T01:00:00+00:00,2026-04-14T01:00:00+00:00,2026-04-14T08:10:12+00:00,7.17,11.6,FALSE,greenshift/sample-workload:latest,1000m,2Gi,132.89
GS-JOB-000255,DATA_PROCESSING,operations,MEDIUM,US-CA,2026-04-14T01:00:00+00:00,2026-04-14T01:00:00+00:00,2026-04-14T11:36:00+00:00,1.03,2.0,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.83
GS-JOB-000256,ML_TRAINING,finance,MEDIUM,US-NY,2026-04-14T02:00:00+00:00,2026-04-14T02:00:00+00:00,2026-04-14T05:43:48+00:00,3.73,18.6,FALSE,greenshift/sample-workload:latest,2000m,4Gi,86.12
GS-JOB-000257,IMAGE_PROCESSING,finance,HIGH,US-TX,2026-04-14T03:15:00+00:00,2026-04-14T03:15:00+00:00,2026-04-14T17:03:00+00:00,4.95,12.4,TRUE,greenshift/sample-workload:latest,2000m,4Gi,82.5
GS-JOB-000258,BACKUP,operations,HIGH,SE,2026-04-14T04:45:00+00:00,2026-04-14T04:45:00+00:00,2026-04-14T05:37:12+00:00,0.87,5.0,FALSE,greenshift/sample-workload:latest,500m,1Gi,6.12
GS-JOB-000259,ETL,finance,MEDIUM,AU-SA-Large,2026-04-14T06:30:00+00:00,2026-04-14T06:30:00+00:00,2026-04-14T21:16:00+00:00,2.97,5.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,14.51
GS-JOB-000260,ETL,data-engineering,MEDIUM,AU-SA-Small,2026-04-14T08:45:00+00:00,2026-04-14T08:45:00+00:00,2026-04-14T12:34:00+00:00,1.98,3.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,8.22
GS-JOB-000261,REPORT_GENERATION,data-engineering,MEDIUM,IN-TG,2026-04-14T11:00:00+00:00,2026-04-14T11:00:00+00:00,2026-04-14T16:58:00+00:00,1.4,2.9,TRUE,greenshift/sample-workload:latest,250m,256Mi,3.22
GS-JOB-000262,REPORT_GENERATION,finance,MEDIUM,IN-GJ,2026-04-14T15:30:00+00:00,2026-04-14T15:30:00+00:00,2026-04-15T09:45:00+00:00,2.62,5.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,18.81
GS-JOB-000263,ETL,data-engineering,LOW,IN-WB,2026-04-14T15:30:00+00:00,2026-04-14T15:30:00+00:00,2026-04-15T02:33:00+00:00,2.67,7.8,TRUE,greenshift/sample-workload:latest,1000m,2Gi,27.75
GS-JOB-000264,REPORT_GENERATION,finance,MEDIUM,IN-PB,2026-04-14T19:15:00+00:00,2026-04-14T19:15:00+00:00,2026-04-15T00:39:00+00:00,2.23,2.3,TRUE,greenshift/sample-workload:latest,250m,256Mi,6.17
GS-JOB-000265,REPORT_GENERATION,analytics,HIGH,US-CA,2026-04-14T20:00:00+00:00,2026-04-14T20:00:00+00:00,2026-04-14T21:55:48+00:00,1.93,3.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,8.8
GS-JOB-000266,REPORT_GENERATION,finance,HIGH,US-NY,2026-04-14T21:45:00+00:00,2026-04-14T21:45:00+00:00,2026-04-15T10:08:00+00:00,2.52,2.6,TRUE,greenshift/sample-workload:latest,250m,256Mi,7.11
GS-JOB-000267,DATA_PROCESSING,operations,MEDIUM,US-TX,2026-04-14T22:30:00+00:00,2026-04-14T22:30:00+00:00,2026-04-15T05:43:00+00:00,0.83,2.7,TRUE,greenshift/sample-workload:latest,250m,512Mi,2.54
GS-JOB-000268,ANALYTICS,ml-platform,MEDIUM,SE,2026-04-14T22:45:00+00:00,2026-04-14T22:45:00+00:00,2026-04-14T23:19:48+00:00,0.58,4.1,FALSE,greenshift/sample-workload:latest,500m,1Gi,3.18
GS-JOB-000269,ETL,data-engineering,MEDIUM,AU-SA-Large,2026-04-14T22:45:00+00:00,2026-04-14T22:45:00+00:00,2026-04-16T15:36:00+00:00,0.85,3.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,3.26
GS-JOB-000270,ETL,data-engineering,MEDIUM,AU-SA-Small,2026-04-15T07:30:00+00:00,2026-04-15T07:30:00+00:00,2026-04-15T12:55:00+00:00,3.28,4.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,15.4
GS-JOB-000271,ANALYTICS,ml-platform,LOW,IN-TG,2026-04-15T07:45:00+00:00,2026-04-15T07:45:00+00:00,2026-04-15T08:15:00+00:00,0.5,1.5,FALSE,greenshift/sample-workload:latest,250m,512Mi,1.04
GS-JOB-000272,BACKUP,operations,LOW,IN-GJ,2026-04-15T07:45:00+00:00,2026-04-15T07:45:00+00:00,2026-04-15T09:04:00+00:00,0.82,4.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.83
GS-JOB-000273,BACKUP,operations,LOW,IN-WB,2026-04-15T08:30:00+00:00,2026-04-15T08:30:00+00:00,2026-04-16T09:46:00+00:00,2.58,6.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,17.79
GS-JOB-000274,REPORT_GENERATION,finance,MEDIUM,IN-PB,2026-04-15T08:45:00+00:00,2026-04-15T08:45:00+00:00,2026-04-15T20:23:00+00:00,1.37,2.6,TRUE,greenshift/sample-workload:latest,250m,256Mi,4.24
GS-JOB-000275,ML_TRAINING,ml-platform,HIGH,US-CA,2026-04-15T13:15:00+00:00,2026-04-15T13:15:00+00:00,2026-04-15T19:29:00+00:00,3.2,37.3,TRUE,greenshift/sample-workload:latest,2000m,4Gi,145.83
GS-JOB-000276,ETL,data-engineering,HIGH,US-NY,2026-04-15T15:30:00+00:00,2026-04-15T15:30:00+00:00,2026-04-15T21:46:00+00:00,1.15,4.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,6.53
GS-JOB-000277,IMAGE_PROCESSING,analytics,MEDIUM,US-TX,2026-04-15T15:45:00+00:00,2026-04-15T15:45:00+00:00,2026-04-16T15:48:00+00:00,4.68,15.8,TRUE,greenshift/sample-workload:latest,2000m,4Gi,92.11
GS-JOB-000278,ETL,analytics,LOW,SE,2026-04-15T16:30:00+00:00,2026-04-15T16:30:00+00:00,2026-04-17T02:52:00+00:00,2.77,5.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,20.67
GS-JOB-000279,ANALYTICS,ml-platform,MEDIUM,AU-SA-Large,2026-04-15T16:30:00+00:00,2026-04-15T16:30:00+00:00,2026-04-15T17:00:00+00:00,0.5,3.6,FALSE,greenshift/sample-workload:latest,500m,1Gi,2.6
GS-JOB-000280,BACKUP,operations,MEDIUM,AU-SA-Small,2026-04-15T18:45:00+00:00,2026-04-15T18:45:00+00:00,2026-04-16T10:24:00+00:00,0.92,4.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.9
GS-JOB-000281,REPORT_GENERATION,finance,HIGH,IN-TG,2026-04-15T18:45:00+00:00,2026-04-15T18:45:00+00:00,2026-04-16T01:03:00+00:00,0.8,5.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.3
GS-JOB-000282,DATA_PROCESSING,operations,HIGH,IN-GJ,2026-04-15T23:45:00+00:00,2026-04-15T23:45:00+00:00,2026-04-16T00:38:00+00:00,0.38,3.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,1.43
GS-JOB-000283,ANALYTICS,ml-platform,MEDIUM,IN-WB,2026-04-16T04:30:00+00:00,2026-04-16T04:30:00+00:00,2026-04-16T04:58:48+00:00,0.48,4.7,FALSE,greenshift/sample-workload:latest,500m,1Gi,3.65
GS-JOB-000284,DATA_PROCESSING,operations,MEDIUM,IN-PB,2026-04-16T07:30:00+00:00,2026-04-16T07:30:00+00:00,2026-04-16T16:09:00+00:00,0.42,2.9,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.47
GS-JOB-000285,DATA_PROCESSING,operations,HIGH,US-CA,2026-04-16T08:00:00+00:00,2026-04-16T08:00:00+00:00,2026-04-16T08:18:00+00:00,0.3,3.9,FALSE,greenshift/sample-workload:latest,500m,1Gi,1.83
GS-JOB-000286,ETL,data-engineering,MEDIUM,US-NY,2026-04-16T08:00:00+00:00,2026-04-16T08:00:00+00:00,2026-04-17T06:53:00+00:00,2.18,10.0,TRUE,greenshift/sample-workload:latest,1000m,2Gi,28.37
GS-JOB-000287,BACKUP,data-engineering,LOW,US-TX,2026-04-16T08:00:00+00:00,2026-04-16T08:00:00+00:00,2026-04-16T16:34:00+00:00,0.68,5.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.27
GS-JOB-000288,ANALYTICS,ml-platform,HIGH,SE,2026-04-16T08:30:00+00:00,2026-04-16T08:30:00+00:00,2026-04-16T09:16:12+00:00,0.77,3.8,FALSE,greenshift/sample-workload:latest,500m,1Gi,3.61
GS-JOB-000289,ML_TRAINING,finance,LOW,AU-SA-Large,2026-04-16T09:30:00+00:00,2026-04-16T09:30:00+00:00,2026-04-17T01:53:00+00:00,6.9,13.8,TRUE,greenshift/sample-workload:latest,2000m,4Gi,82.92
GS-JOB-000290,BACKUP,operations,HIGH,AU-SA-Small,2026-04-16T10:30:00+00:00,2026-04-16T10:30:00+00:00,2026-04-16T11:21:00+00:00,0.85,4.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,4.85
GS-JOB-000291,REPORT_GENERATION,finance,LOW,IN-TG,2026-04-16T11:00:00+00:00,2026-04-16T11:00:00+00:00,2026-04-17T03:28:00+00:00,2.48,3.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,10.38
GS-JOB-000292,DATA_PROCESSING,operations,MEDIUM,IN-GJ,2026-04-16T12:30:00+00:00,2026-04-16T12:30:00+00:00,2026-04-16T15:15:00+00:00,1.4,1.9,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.39
GS-JOB-000293,DATA_PROCESSING,operations,MEDIUM,IN-WB,2026-04-16T13:45:00+00:00,2026-04-16T13:45:00+00:00,2026-04-16T15:13:00+00:00,0.97,3.9,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.91
GS-JOB-000294,ETL,operations,MEDIUM,IN-PB,2026-04-16T16:30:00+00:00,2026-04-16T16:30:00+00:00,2026-04-17T03:41:00+00:00,1.83,8.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,14.29
GS-JOB-000295,ML_TRAINING,ml-platform,MEDIUM,US-CA,2026-04-16T17:30:00+00:00,2026-04-16T17:30:00+00:00,2026-04-17T09:51:00+00:00,6.55,27.7,TRUE,greenshift/sample-workload:latest,2000m,4Gi,223.22
GS-JOB-000296,ANALYTICS,ml-platform,MEDIUM,US-NY,2026-04-16T17:30:00+00:00,2026-04-16T17:30:00+00:00,2026-04-16T18:13:48+00:00,0.73,2.1,FALSE,greenshift/sample-workload:latest,250m,512Mi,1.92
GS-JOB-000297,ETL,data-engineering,MEDIUM,US-TX,2026-04-16T21:45:00+00:00,2026-04-16T21:45:00+00:00,2026-04-17T03:33:00+00:00,0.87,3.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.07
GS-JOB-000298,IMAGE_PROCESSING,analytics,MEDIUM,SE,2026-04-17T02:00:00+00:00,2026-04-17T02:00:00+00:00,2026-04-17T10:16:00+00:00,4.6,19.1,TRUE,greenshift/sample-workload:latest,2000m,4Gi,72.45
GS-JOB-000299,ML_TRAINING,finance,MEDIUM,AU-SA-Large,2026-04-17T04:45:00+00:00,2026-04-17T04:45:00+00:00,2026-04-17T09:40:00+00:00,4.42,38.9,TRUE,greenshift/sample-workload:latest,2000m,4Gi,216.01
GS-JOB-000300,REPORT_GENERATION,finance,HIGH,AU-SA-Small,2026-04-17T06:30:00+00:00,2026-04-17T06:30:00+00:00,2026-04-17T12:14:00+00:00,1.2,1.9,TRUE,greenshift/sample-workload:latest,250m,256Mi,2.1
GS-JOB-000301,ETL,data-engineering,MEDIUM,IN-TG,2026-04-17T07:15:00+00:00,2026-04-17T07:15:00+00:00,2026-04-17T18:39:00+00:00,1.08,4.6,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.23
GS-JOB-000302,ETL,data-engineering,MEDIUM,IN-GJ,2026-04-17T07:30:00+00:00,2026-04-17T07:30:00+00:00,2026-04-17T18:41:00+00:00,2.43,9.7,TRUE,greenshift/sample-workload:latest,1000m,2Gi,28.46
GS-JOB-000303,ETL,data-engineering,HIGH,IN-WB,2026-04-17T07:45:00+00:00,2026-04-17T07:45:00+00:00,2026-04-17T10:17:00+00:00,0.87,8.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,8.14
GS-JOB-000304,ANALYTICS,ml-platform,MEDIUM,IN-PB,2026-04-17T08:30:00+00:00,2026-04-17T08:30:00+00:00,2026-04-17T09:18:00+00:00,0.8,4.1,FALSE,greenshift/sample-workload:latest,500m,1Gi,5.17
GS-JOB-000305,BACKUP,operations,MEDIUM,US-CA,2026-04-17T08:45:00+00:00,2026-04-17T08:45:00+00:00,2026-04-17T22:43:00+00:00,1.07,2.2,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.9
GS-JOB-000306,ANALYTICS,ml-platform,MEDIUM,US-NY,2026-04-17T10:15:00+00:00,2026-04-17T10:15:00+00:00,2026-04-17T10:39:00+00:00,0.4,3.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,2.08
GS-JOB-000307,REPORT_GENERATION,analytics,HIGH,US-TX,2026-04-17T12:15:00+00:00,2026-04-17T12:15:00+00:00,2026-04-17T20:09:00+00:00,2.82,5.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,11.03
GS-JOB-000308,IMAGE_PROCESSING,analytics,MEDIUM,SE,2026-04-17T15:30:00+00:00,2026-04-17T15:30:00+00:00,2026-04-18T08:34:00+00:00,4.3,11.6,TRUE,greenshift/sample-workload:latest,1000m,2Gi,58.25
GS-JOB-000309,ANALYTICS,ml-platform,MEDIUM,AU-SA-Large,2026-04-17T17:00:00+00:00,2026-04-17T17:00:00+00:00,2026-04-17T18:04:48+00:00,1.08,1.9,FALSE,greenshift/sample-workload:latest,250m,512Mi,2.53
GS-JOB-000310,REPORT_GENERATION,finance,HIGH,AU-SA-Small,2026-04-17T17:15:00+00:00,2026-04-17T17:15:00+00:00,2026-04-17T19:40:12+00:00,2.42,4.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,16.03
GS-JOB-000311,BACKUP,analytics,HIGH,IN-TG,2026-04-17T18:00:00+00:00,2026-04-17T18:00:00+00:00,2026-04-17T22:59:00+00:00,2.97,6.6,TRUE,greenshift/sample-workload:latest,1000m,2Gi,23.34
GS-JOB-000312,ETL,finance,HIGH,IN-GJ,2026-04-17T19:15:00+00:00,2026-04-17T19:15:00+00:00,2026-04-17T20:54:00+00:00,0.73,6.3,TRUE,greenshift/sample-workload:latest,1000m,2Gi,5.08
GS-JOB-000313,REPORT_GENERATION,finance,MEDIUM,IN-WB,2026-04-18T02:45:00+00:00,2026-04-18T02:45:00+00:00,2026-04-18T16:52:00+00:00,1.97,3.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.31
GS-JOB-000314,ETL,data-engineering,MEDIUM,IN-PB,2026-04-18T04:00:00+00:00,2026-04-18T04:00:00+00:00,2026-04-18T12:07:00+00:00,2.98,5.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,19.66
GS-JOB-000315,ETL,data-engineering,MEDIUM,US-CA,2026-04-18T06:15:00+00:00,2026-04-18T06:15:00+00:00,2026-04-18T09:55:12+00:00,3.67,6.1,FALSE,greenshift/sample-workload:latest,1000m,2Gi,31.81
GS-JOB-000316,DATA_PROCESSING,ml-platform,MEDIUM,US-NY,2026-04-18T06:15:00+00:00,2026-04-18T06:15:00+00:00,2026-04-18T12:13:00+00:00,0.83,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,3.28
GS-JOB-000317,ETL,data-engineering,MEDIUM,US-TX,2026-04-18T06:45:00+00:00,2026-04-18T06:45:00+00:00,2026-04-19T01:57:00+00:00,2.02,5.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,11.57
GS-JOB-000318,REPORT_GENERATION,finance,LOW,SE,2026-04-18T06:45:00+00:00,2026-04-18T06:45:00+00:00,2026-04-20T03:44:00+00:00,0.98,5.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.44
GS-JOB-000319,BACKUP,operations,LOW,AU-SA-Large,2026-04-18T08:30:00+00:00,2026-04-18T08:30:00+00:00,2026-04-18T22:44:00+00:00,1.93,6.8,TRUE,greenshift/sample-workload:latest,1000m,2Gi,16.41
GS-JOB-000320,ETL,finance,HIGH,AU-SA-Small,2026-04-18T09:15:00+00:00,2026-04-18T09:15:00+00:00,2026-04-18T15:18:00+00:00,3.73,6.8,TRUE,greenshift/sample-workload:latest,1000m,2Gi,22.09
GS-JOB-000321,ETL,data-engineering,HIGH,IN-TG,2026-04-18T10:00:00+00:00,2026-04-18T10:00:00+00:00,2026-04-18T13:20:00+00:00,2.73,2.1,TRUE,greenshift/sample-workload:latest,250m,512Mi,6.94
GS-JOB-000322,ETL,data-engineering,MEDIUM,IN-GJ,2026-04-18T12:30:00+00:00,2026-04-18T12:30:00+00:00,2026-04-18T14:12:00+00:00,0.75,5.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.89
GS-JOB-000323,DATA_PROCESSING,ml-platform,MEDIUM,IN-WB,2026-04-18T12:45:00+00:00,2026-04-18T12:45:00+00:00,2026-04-19T19:03:00+00:00,1.17,3.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.49
GS-JOB-000324,BACKUP,operations,HIGH,IN-PB,2026-04-18T13:15:00+00:00,2026-04-18T13:15:00+00:00,2026-04-18T14:22:12+00:00,1.12,5.9,FALSE,greenshift/sample-workload:latest,500m,1Gi,10.47
GS-JOB-000325,DATA_PROCESSING,data-engineering,MEDIUM,US-CA,2026-04-18T13:30:00+00:00,2026-04-18T13:30:00+00:00,2026-04-18T15:24:00+00:00,1.4,2.7,TRUE,greenshift/sample-workload:latest,250m,512Mi,5.0
GS-JOB-000326,BACKUP,data-engineering,LOW,US-NY,2026-04-18T16:45:00+00:00,2026-04-18T16:45:00+00:00,2026-04-18T18:51:00+00:00,2.1,5.4,FALSE,greenshift/sample-workload:latest,500m,1Gi,16.6
GS-JOB-000327,DATA_PROCESSING,operations,MEDIUM,US-TX,2026-04-18T18:15:00+00:00,2026-04-18T18:15:00+00:00,2026-04-19T10:22:00+00:00,0.32,1.6,TRUE,greenshift/sample-workload:latest,250m,512Mi,0.47
GS-JOB-000328,DATA_PROCESSING,finance,HIGH,SE,2026-04-18T18:30:00+00:00,2026-04-18T18:30:00+00:00,2026-04-18T19:49:48+00:00,1.33,2.0,FALSE,greenshift/sample-workload:latest,250m,512Mi,3.79
GS-JOB-000329,BACKUP,operations,HIGH,AU-SA-Large,2026-04-19T00:15:00+00:00,2026-04-19T00:15:00+00:00,2026-04-19T00:55:12+00:00,0.67,7.7,FALSE,greenshift/sample-workload:latest,1000m,2Gi,7.43
GS-JOB-000330,ETL,data-engineering,MEDIUM,AU-SA-Small,2026-04-19T07:15:00+00:00,2026-04-19T07:15:00+00:00,2026-04-19T11:04:12+00:00,3.82,5.0,FALSE,greenshift/sample-workload:latest,500m,1Gi,23.82
GS-JOB-000331,DATA_PROCESSING,operations,MEDIUM,IN-TG,2026-04-19T07:15:00+00:00,2026-04-19T07:15:00+00:00,2026-04-19T15:51:00+00:00,0.8,1.8,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.91
GS-JOB-000332,ETL,data-engineering,HIGH,IN-GJ,2026-04-19T07:30:00+00:00,2026-04-19T07:30:00+00:00,2026-04-19T09:12:00+00:00,1.2,9.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,12.44
GS-JOB-000333,ETL,finance,HIGH,IN-WB,2026-04-19T08:15:00+00:00,2026-04-19T08:15:00+00:00,2026-04-19T10:01:00+00:00,1.27,7.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,10.41
GS-JOB-000334,REPORT_GENERATION,finance,HIGH,IN-PB,2026-04-19T08:15:00+00:00,2026-04-19T08:15:00+00:00,2026-04-19T09:34:12+00:00,1.32,5.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,8.48
